ISIN,name,ticker,bourso_symbol
US75513E1010u,Raytheon Technologies Corp,RTX,1z5UR
US7561091049u,REALTY INCOME CORP,O,O
US7588491032u,REGENCY CENTERS,REG,REG
US75886F1075u,REGENERON PHARMACEU,REGN,REGN
US7591EP1005u,REGIONS FINANCIAL C,RF,RF
US7607591002u,REPUBLIC SERVICES I,RSG,RSG
US7611521078u,RESMED INC,RMD,RMD
US7703231032u,ROBERT HALF INTL IN,RHI,RHI
US7739031091u,ROCKWELL AUTOMATION,ROK,ROK
US7757111049u,ROLLINS INC,ROL,ROL
US7766961061u,ROPER INDUSTRIES IN,ROP,ROP
US7782961038u,ROSS STORES INC,ROST,ROST
US78388J1060u,SBA COMMUNICATIONS,SBAC,
US78409V1044u,S&P GLOBAL,SPGI,SPGI
US78486Q1013u,SVB Financial Group,SIVB,SIVB
US79466L3024u,Salesforce Inc,CRM,CRM
US8064071025u,"Henry Schein, Inc.",HSIC,HSIC
US8085131055u,SCHWAB,SCHW,SCHW
US81211K1007u,SEALED AIR CORP,SEE,SEE
US8168511090u,SEMPRA ENERGY,SRE,SRE
US81762P1021u,ServiceNow,NOW,NOW
US8243481061u,SHERWIN-WILLIAMS CO,SHW,SHW
US8288061091u,SIMON PROPERTY GROU,SPG,SPG
US83088M1027u,SKYWORKS SOLUTIONS ,SWKS,SWKS
US8318652091u,A.O. SMITH CORP,AOS,AOS
US8326964058u,SMUCKER,SJM,SJM
US8330341012u,SNAP ON INC,SNA,SNA
US8425871071u,SOUTHERN CO,SO,SO
US8447411088u,SOUTHWEST AIRLINES ,LUV,LUV
US8545021011u,STANLEY BLACK & DEC,SWK,SWK
US8552441094u,Starbucks Corporation,SBUX,SBUX
US8574771031u,STATE STREET CORP,STT,STT
US8636671013u,STRYKER CORP,SYK,SYK
US8716071076u,SYNOPSYS INC,SNPS,SNPS
US87165B1035u,SYNCHRONY FINANCIAL,SYF,SYF
US8718291078u,SYSCO CORP,SYY,SYY
US8725401090u,TJX COS INC,TJX,TJX
US8725901040u,T-MOBILE US,TMUS,TMUS
US8740541094u,TAKE TWO INTERACTIVE,TTWO,TTWO
US8760301072u,TAPESTRY,TPR,1u0LD5.L
US87612E1064u,TARGET CORP,TGT,TGT
US8793601050u,Teledyne Techonlogies,TDY,TDY
US8793691069u,Teleflex Incorporated,TFX,TFX
US8807701029u,TERADYNE INC,TER,1u0LEF.L
US88160R1014u,TESLA MOTORS,TSLA,TSLA
US8825081040u,TEXAS INSTRUMENTS I,TXN,TXN
US8832031012u,TEXTRON INC,TXT,TXT
US8835561023u,THERMO FISHER SCIEN,TMO,TMO
US88579Y1010u,3M Company,MMM,MMM
US8923561067u,TRACTOR SUPPLY CO,TSCO,TSCO
US8936411003u,TRANSDIGM GROUP,TDG,TDG
US89417E1091u,The Travelers Companies,TRV,TRV
US8962391004u,Trimble,TRMB,TRMB
US89832Q1094u,Truist Financial Corporation,TFC,TFC
US90130A1016u,21ST CENT FOX A CM,FOXA,
US90130A2006u,21ST CENTURY FOX B,FOX,
US90184L1026u,TWITTER,TWTR,2aTWTR
US9022521051u,Tyler Technologies Inc,TYL,TYL
US9024941034u,TYSON FOODS INC A,TSN,TSN
US9026531049u,UDR,UDR,UDR
US9029733048u,US BANCORP,USB,USB
US90384S3031u,ULTA SALON COSMETICS,ULTA,ULTA
US9043111072u,UNDER ARMOUR INC.,UA,UAA
US9078181081u,UNION PACIFIC CORP,UNP,UNP
US9100471096u,UNITED CONTINENTAL,UAL,UAL
US9113121068u,UNITED PARCEL SERVI,UPS,UPS
US9113631090u,UNITED RENTALS INC.,URI,URI
US91324P1021u,UNITEDHEALTH GROUP ,UNH,UNH
US9139031002u,UNIVERSAL HEALTH SE,UHS,UHS
US9182041080u,VF CORP,VFC,VFC
US91913Y1001u,VALERO ENERGY CORP,VLO,VLO
US92276F1003u,VENTAS INC,VTR,VTR
US92343E1029u,"Verisign, Inc.",VRSN,VRSN
US92343V1044u,Verizon,VZ,VZ
US92345Y1064u,VERISK ANALYTICS IN,VRSK,VRSK
US92532F1003u,Veterx pharma,VRTX,VRTX
US92556H2067u,Paramount Global,PARA,PARA
US92556V1061u,Viatris Inc,VTRS,2u0A5V.LQ
US92826C8394u,VISA INC,V,V
US9290421091u,VORNADO REALTY TRUS,VNO,VNO
US9291601097u,VULCAN MATERIALS CO,VMC,VMC
US9297401088u,Westinghouse Air Brake Technologies Corp,WAB,WAB
US9311421039u,WALMART,WMT,WMT
US9314271084u,WALGREENS BOOTS AL,WBA,WBA
US94106L1098u,WASTE MANAGEMENT IN,WM,WM
US9418481035u,WATERS CORP,WAT,WAT
US9497461015u,WELLS FARGO & CO,WFC,WFC
US95040Q1040u,Welltower Inc,WELL,WELL
US9553061055u,West Pharmaceutical Services Inc,WST,WST
US9581021055u,WESTERN DIGITAL COR,WDC,WDC
US9598021098u,WESTERN UNION CO,WU,WU
US96145D1054u,WESTROCK,WRK,WRK
US9621661043u,WEYERHAEUSER CO,WY,WY
US9633201069u,WHIRLPOOL CORP,WHR,WHR
US9694571004u,WILLIAMS COS INC,WMB,WMB
US9766571064u,WISCONSIN ENERGY CO,WEC,
US9831341071u,Wynn resorts inc.,WYNN,WYNN
US98389B1008u,XCEL ENERGY INC,XEL,XEL
US9839191015u,"Xilinx, Inc.",XLNX,
US98419M1009u,XYLEM,XYL,XYL
US9884981013u,YUM! BRANDS INC,YUM,YUM
US9892071054u,Zebra Technologies Corporation,ZBRA,ZBRA
US98956P1021u,ZIMMER HOLDINGS,ZBH,ZBH
US9897011071u,ZIONS BANCORP (UT),ZION,ZION
US98978V1035u,ZOETIS,ZTS,ZTS
AT0000606306f,Raiffeisen Bank International AG,RAW,2u0NXR.LQ
AT0000652011f,Erste Group Bank AG,EBO,2u0MJK.LQ
AT0000730007f,Andritz AG,AZ2,2u0MJZ.LQ
AT0000743059f,OMV Aktiengesellschaft,OMV,2u0MKH.LQ
AT0000746409f,VERBUND AG,OEWA,2u0NR1.LQ
AT0000785407f,Fabasoft AG,FAA,1zFAA
AT0000831706f,Wienerberger AG,WIB,1zWIB
AT0000937503f,Voestalpine AG,VAS,2u0MKX.LQ
AT0000969985f,AT&S Austria Technologie & Systemtechnik AG,AUS,1zAUS
AT0000A00Y78f,CAT Oil AG,O2C,1zO2C
AT0000A0E9W5f,S&T AG,SANT,1zSANT
AT0000A25NJ6f,Wolftank Adisa Holding AG,WAH,1zWAH
AT0000APOST4f,Österreichische Post AG,O3P,2u0NTM.LQ
ATFREQUENT09f,Frequentis AG,FQT,1zFQT
BE0974293251f,Anheuser-Busch InBev SA/NV,1NBA,FF11-ABI
CA0679011084f,Barrick Gold Corp,ABR,3tABX
CA32076V1031f,First Majestic Silver Corp,FMV,3tFR
CA4969024047f,Kinross Gold Corporation,KIN2,3tK
CA9628791027f,Wheaton Precious Metals Corp,SII,4uAWPM
CA98462Y1007f,Yamana Gold Inc,RNY,1zRNY
CH0006539198f,Highlight Communica,HLG,1zHLG
CH0016458363f,tmc Content Group AG,ERO1,
CH0038389992f,BB Biotech AG,BBZA,1zBBZA
CH0303692047f,EDAG Engineering Group AG,ED4,bourse
CNE1000031C1f,Qingdao Haier Co Ltd,690D,
DE0001218063f,FinLab AG,A7A,1zA7A
DE0001262152f,B+S Banksysteme Aktiengesellschaft,DTD2,1zDTD2
DE0002605557f,BAVARIA Industries Group AG,B8A,
DE0005008007f,ADLER Real Estate A,ADL,
DE0005088108f,Baader Bank Aktiengesellschaft,BWB,1zBWB
DE0005089031f,United Internet AG,UTDI,1zUTDI
DE0005093108f,Amadeus Fire AG,AAD,1zAAD
DE0005102008f,Basler AG,BSL,1zBSL
DE0005103006f,ADVA Optical Networ,ADV,1zADV
DE0005104400f,Atoss Software AG,AOF,1zAOF
DE0005104806f,Syzygy AG,SYZ,1zSYZ
DE0005110001f,All for One Steeb A,A1OS,1zA1OS
DE0005111702f,zooplus AG,ZO1,1u0M2V.L
DE0005118806f,Telegate AG,TGT,1zTGT
DE0005140008f,Deutsche Bank AG,DBK,1zDBK
DE0005146807f,Delticom AG,DEX,1zDEX
DE0005156004f,Gigaset AG,GGS,1zGGS
DE0005156236f,Schweizer Electroni,SCE,1zSCE
DE0005157101f,Dr Hoenle AG,HNL,1zHNL
DE0005158703f,Bechtle AG,BC8,1zBC8
DE0005167902f,3U Holding AG,UUU,1zUUU
DE0005168108f,Bauer AG,B5A,1zB5A
DE0005176903f,Surteco SE,SUR,1zSUR
DE0005178008f,Softing AG,SYT,1zSYT
DE0005190003f,BMW,BMW,1zBMW
DE0005190037f,Bayerische Motoren ,BMW3,1zBMW3
DE0005194005f,BayWa AG,BYW,1zBYW
DE0005194062f,BayWa AG,BYW6,1zBYW6
DE0005199905f,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier A,ECK,1zECK
DE0005200000f,Beiersdorf AG,BEI,1zBEI
DE0005201602f,Berentzen-Gruppe AG,BEZ,1zBEZ
DE0005202303f,Quirin Privatbank AG,QB7,1zQB7
DE0005203947f,BRAIN Biotechnology Research & Information Network,BNN,1zBNN
DE0005209589f,artec technologies AG,A6T,1zA6T
DE0005218309f,Mobotix AG,MBQ,1zMBQ
DE0005220008f,EnBW Energie Baden-Württemberg AG,EBK,1zEBK
DE0005220909f,Nexus AG,NXU,1zNXU
DE0005227201f,Biotest AG,BIO,1zBIO
DE0005227235f,Biotest AG,BIO3,1zBIO3
DE0005228779f,Orbis AG,OBS,1zOBS
DE0005229504f,Bijou Brigitte AG,BIJ,1zBIJ
DE0005232805f,Bertrandt AG,BDT,1zBDT
DE0005250005f,Heidelberger Beteiligungsholding AG,IPOK,
DE0005313506f,Energiekontor AG,EKT,1zEKT
DE0005313704f,Carl Zeiss Meditec ,AFX,1zAFX
DE0005403901f,Cewe Color Holding ,CWC,1zCWC
DE0005407100f,CENIT Aktiengesellschaft,CSH,1zCSH
DE0005408116f,Aareal Bank AG,ARL,1zARL
DE0005408686f,ÖKOWORLD AG,VVV3,1zVVV3
DE0005408884f,Leoni AG,LEO,1zLEO
DE0005419105f,CANCOM AG,COK,1zCOK
DE0005437305f,CompuGroup Medical ,COP,
DE0005439004f,Continental AG,CON,1zCON
DE0005470306f,CTS Eventim AG,EVD,1zEVD
DE0005470405f,Lanxess AG,LXS,1zLXS
DE0005479307f,Varengold Bank AG,VG8,1zVG8
DE0005489561f,UNITEDLABELS Aktiengesellschaft,ULC,1zULC
DE0005492938f,Masterflex SE,MZX,1zMZX
DE0005493092f,Borussia Dortmund G,BVB,1zBVB
DE0005493365f,Hypoport AG,HYQ,1zHYQ
DE0005494165f,EQS Group AG,EQS,1zEQS
DE0005495626f,Geratherm Medical AG,GME,1zGME
DE0005498901f,Data Modul AG,DAM,1zDAM
DE0005533400f,Deutsche Grundstücksauktionen AG,DGR,1zDGR
DE0005538607f,Diskus Werke AG,DIS,1zDIS
DE0005545503f,1&1 AG,1U1,1z1U1
DE0005550602f,Draegerwerk AG & Co,DRW8,1zDRW8
DE0005550636f,Draegerwerk AG & Co,DRW3,1zDRW3
DE0005552004f,Deutsche Post AG,DPW,1zDPW
DE0005557508f,Deutsche Telekom AG,DTE,1zDTE
DE0005558696f,paragon AG,PGN,1zPGN
DE0005565204f,Duerr AG,DUE,1zDUE
DE0005570808f,UmweltBank AG,UBK,1zUBK
DE0005580005f,Dierig Holding AG,DIE,1zDIE
DE0005649503f,Edel SE & Co. KGaA,EDL,1zEDL
DE0005654933f,Einhell Germany AG,EIN3,1zEIN3
DE0005659700f,Eckert & Ziegler AG,EUZ,1zEUZ
DE0005664809f,Evotec AG,EVT,1zEVT
DE0005677108f,Elmos Semiconductor,ELG,1zELG
DE0005751986f,SMT Scharf AG,S4A,
DE0005754402f,LS telcom AG,LSX,1zLSX
DE0005759807f,Init Innovation In ,IXX,1zIXX
DE0005760029f,ABO Wind AG,AB9,1zAB9
DE0005772206f,Fielmann AG,FIE,1zFIE
DE0005773303f,Fraport AG Frankfur,FRA,1zFRA
DE0005774103f,FORTEC Elektronik AG,FEV,1zFEV
DE0005775803f,FORIS AG,FRS,1zFRS
DE0005785604f,Fresenius SE & Co K,FRE,1zFRE
DE0005785802f,Fresenius Medical C,FME,1zFME
DE0005790406f,Fuchs Petrolub AG,FPE,
DE0005790430f,Fuchs Petrolub AG,FPE3,
DE0005800601f,GFT Technologies AG,GFT,1zGFT
DE0005810055f,Deutsche Boerse AG,DB1,1zDB1
DE0005854343f,Ecotel Communicatio,E4C,1zE4C
DE0005855183f,MS Industrie AG,MSAG,1zMSAG
DE0005859698f,InVision AG,IVX,1zIVX
DE0005874846f,InTiCa Systems AG,IS7,1zIS7
DE0005878003f,Gildemeister AG,GIL,1zGIL
DE0005895403f,Grammer AG,GMM,1zGMM
DE0005909006f,Bilfinger Berger SE,GBF,1zGBF
DE0005932735f,YOC AG,YOC,1zYOC
DE0005936124f,OHB AG,OHB,1zOHB
DE0006042708f,Hawesko Holding AG,HAW,1zHAW
DE0006044001f,Maternus-Kliniken Aktiengesellschaft,MAK,1zMAK
DE0006046113f,Biofrontera AG,B8F,1zB8F
DE0006047004f,HeidelbergCement AG,HEI,1zHEI
DE0006048408f,Henkel AG & Co KGaA,HEN,1zHEN
DE0006048432f,Henkel AG & Co KGaA,HEN3,1zHEN3
DE0006061104f,HMS Bergbau AG,HMU,1zHMU
DE0006062144f,Covestro AG,1COV,1z1COV
DE0006070006f,Hochtief AG,HOT,1zHOT
DE0006083405f,Hornbach Holding AG & Co KGaA,HBH,1zHBH
DE0006084403f,Hornbach Baumarkt A,HBM,1u0ENN.L
DE0006095003f,Encavis AG,ECV,1zECV
DE0006200108f,Indus Holding AG,INH,1zINH
DE0006201106f,FRIWO AG,CEA,1zCEA
DE0006202005f,Salzgitter AG,SZG,1zSZG
DE0006204407f,KUKA AG,KU2,
DE0006204589f,mVISE AG,C1V,1zC1V
DE0006208408f,KAP AG,IUR,1zIUR
DE0006214687f,Müller - Die lila Logistik AG,MLL,1zMLL
DE0006219934f,Jungheinrich AG,JUN3,1zJUN3
DE0006223407f,ProCredit Holding AG & Co KGaA,PCZ,1zPCZ
DE0006223605f,Intertainment AG,ITN,1zITN
DE0006229107f,Jenoptik AG,JEN,
DE0006231004f,Infineon Technologi,IFX,1zIFX
DE0006286560f,OVB Holding AG,O4B,1zO4B
DE0006292006f,KSB AG,KSB,1zKSB
DE0006292030f,KSB AG,KSB3,1zKSB3
DE0006305006f,Deutz AG,DEZ,1zDEZ
DE0006335003f,Krones AG,KRN,1zKRN
DE0006450000f,LPKF Laser & Electr,LPK,1zLPK
DE0006452907f,Nemetschek AG,NEM,1zNEM
DE0006464506f,Leifheit AG,LEI,1zLEI
DE0006569403f,ALBIS Leasing AG,ALG,1zALG
DE0006569908f,MLP AG,MLP,1zMLP
DE0006577109f,NanoRepro AG,NN6,1zNN6
DE0006578008f,KHD Humboldt Wedag International AG,KWG,1zKWG
DE0006580806f,Mensch und Maschine Software SE,MUM,1zMUM
DE0006595101f,MEDICLIN Aktiengesellschaft,MED,1zMED
DE0006599905f,Merck KGaA,MRK,1zMRK
DE0006602006f,GEA Group AG,G1A,1zG1A
DE0006605009f,Medion AG,MDN,1zMDN
DE0006618309f,MEDIQON Group AG,MCE,1zMCE
DE0006627201f,Muehlbauer Holding AG,MUB,1zMUB
DE0006632003f,Morphosys AG,MOR,1zMOR
DE0006636681f,va-Q-tec AG,VQT,1zVQT
DE0006656101f,mwb fairtrade Wertpapierhandelsbank AG,MWB,1zMWB
DE0006766504f,Aurubis AG,NDA,1zNDA
DE0006916604f,Pfeiffer Vacuum Tec,PFV,1zPFV
DE0006942808f,Scherzer & Co. AG,PZS,1zPZS
DE0006967805f,PRO DV AG,PDA,1zPDA
DE0006968001f,Progress-Werk Oberk,PWO,1zPWO
DE0006969603f,Puma SE,PUM,1zPUM
DE0006972508f,publity AG,PBY,1zPBY
DE0007008906f,RealTech AG,RTC,1u0NIB.L
DE0007010803f,Rational AG,RAA,1zRAA
DE0007030009f,Rheinmetall AG,RHM,1zRHM
DE0007037129f,RWE,RWE,1zRWE
DE0007042301f,Rhoen Klinikum AG,RHK,1zRHK
DE0007074007f,KWS Saat AG,KWS,1zKWS
DE0007100000f,Mercedes-Benz Groug AG,MBG,1zMBG
DE0007164600f,SAP AG,SAP,1zSAP
DE0007165607f,Sartorius AG,SRT,1zSRT
DE0007165631f,Sartorius AG,SRT3,1zSRT3
DE0007193500f,Koenig & Bauer AG,SKB,1zSKB
DE0007201907f,First Sensor AG,SIS,1zSIS
DE0007203705f,SNP Schneider-Neureither & Partner AG,SHF,1zSHF
DE0007229007f,Schloss Wachenheim ,SWA,1zSWA
DE0007231326f,Sixt AG,SIX2,1zSIX2
DE0007231334f,Sixt AG,SIX3,1zSIX3
DE0007235301f,SGL Carbon SE,SGL,1zSGL
DE0007236101f,Siemens AG,SIE,FF11-SIA
DE0007257503f,Ceconomy AG,CEC,1zCEC
DE0007274136f,STO SE & Co KGaA,STO3,1zSTO3
DE0007276503f,Secunet Security Networks AG,YSN,1zYSN
DE0007279507f,Splendid Medien AG,SPM,1zSPM
DE0007297004f,Suedzucker AG,SZU,1zSZU
DE0007314007f,Heidelberger Druckm,HDD,1zHDD
DE0007446007f,Takkt AG,TTK,1zTTK
DE0007448508f,IVU Traffic Technol,IVU,1zIVU
DE0007461006f,PVA TePla AG,TPE,1zTPE
DE0007480204f,Deutsche Euroshop A,DEQ,1zDEQ
DE0007493991f,Stroer Out-of-Home ,SAX,1zSAX
DE0007500001f,ThyssenKrupp AG,TKA,1zTKA
DE0007501009f,TTL Beteiligungs- und Grundbesitz-AG,TTO,1u0NR0.L
DE0007507501f,Washtec AG,WSU,1zWSU
DE0007551509f,Uzin Utz AG,UZU,1zUZU
DE0007568578f,SFC Energy AG,F3C,1zF3C
DE0007571424f,GK Software AG,GKS,1zGKS
DE0007657231f,Villeroy & Boch AG,VIB3,1zVIB3
DE0007664005f,Volkswagen AG,VOW,1zVOW
DE0007664039f,Volkswagen AG,VOW3,1zVOW3
DE0007667107f,Vossloh AG,VOS,1zVOS
DE0007830572f,Daldrup & Söhne Aktiengesellschaft,4DS,1z4DS
DE0007830788f,ifa systems AG,IS8,1zIS8
DE0007846867f,Viscom AG,V6C,1zV6C
DE0007856023f,ElringKlinger AG,ZIL2,1zZIL2
DE0007857476f,Klassik Radio AG,KA8,1u0EXW.L
DE0008019001f,Deutsche Pfandbriefbank AG,PBB,1zPBB
DE0008041005f,Deutsche Effecten- und Wechsel-Beteiligungsgesells,EFF,1zEFF
DE0008051004f,Wuestenrot & Wuertt,WUW,1zWUW
DE0008148206f,Merkur PrivatBank KgaA,MBK,1zMBK
DE0008232125f,Deutsche Lufthansa ,LHA,1zLHA
DE0008303504f,TAG Immobilien AG,TEG,1zTEG
DE0008402215f,Hannover Rueckversi,HNR1,1zHNR1
DE0008404005f,Allianz SE,ALV,1zALV
DE0008430026f,Muenchener Rueckver,MUV2,1zMUV2
DE0008435967f,Nuernberger Beteili,NBG6,1zNBG6
DE000A0B65S3f,Paion AG,PA8,1zPA8
DE000A0B9N37f,JDC Group AG,JDC,1zJDC
DE000A0BL849f,VITA 34 AG,V3V,1zV3V
DE000A0BVU28f,USU Software AG,OSP2,1zOSP2
DE000A0D6554f,Nordex SE,NDX1,1zNDX1
DE000A0D9PT0f,MTU Aero Engines Ho,MTX,1zMTX
DE000A0DJ6J9f,SMA Solar Technolog,S92,1zS92
DE000A0DNAY5f,bet-at-home.com AG,ACX,1zACX
DE000A0DPRE6f,Sixt Leasing AG,LNSX,1u0R88.L
DE000A0EQ578f,HELMA Eigenheimbau AG,H5E,1zH5E
DE000A0ETBQ4f,MBB Industries AG,MBB,1zMBB
DE000A0H52F5f,MVV Energie AG,MVV1,1u0FCK.L
DE000A0HGQS8f,Plan Optik AG,P4O,1zP4O
DE000A0HHJR3f,Cliq Digital AG,CLIQ,1zCLIQ
DE000A0HL8N9f,2G Energy AG,2GB,1z2GB
DE000A0HN5C6f,Deutsche Wohnen AG,DWNI,1zDWNI
DE000A0HNF96f,InCity Immobilien AG,IC8,1zIC8
DE000A0JBPG2f,PNE Wind AG,PNE3,1zPNE3
DE000A0JC8S7f,Datagroup SE,D6H,1zD6H
DE000A0JCY11f,Mynaric AG,M0Y,
DE000A0JDBC7f,Limes Schlosskliniken AG,LIK,1zLIK
DE000A0JK2A8f,AURELIUS Equity Opportunities SE & Co KGaA,AR4,1zAR4
DE000A0JL9W6f,VERBIO Vereinigte B,VBK,1zVBK
DE000A0JM2M1f,Blue Cap AG,B7E,1zB7E
DE000A0JQ5U3f,Manz AG,M5Z,1zM5Z
DE000A0KD0F7f,Muehlhan AG,M4N,1zM4N
DE000A0KEXC7f,Vectron Systems AG,V3S,1zV3S
DE000A0KF6M8f,HanseYachts AG,H9Y,1zH9Y
DE000A0KFKB3f,Accentro Real Estate AG,A4Y,1zA4Y
DE000A0KFKH0f,elexxion AG,E8X,1zE8X
DE000A0KFRJ1f,CytoTools AG,T5O,1zT5O
DE000A0KFUJ5f,KROMI Logistik AG,K1R,1zK1R
DE000A0KPPR7f,Nabaltec AG,NTG,1zNTG
DE000A0L1NN5f,Heliad Equity Partners GmbH & Co. KGaA,HPBK,1zHPBK
DE000A0LAUP1f,CropEnergies AG,CE2,1zCE2
DE000A0LBFE4f,Mevis Medical Solut,M3V,1zM3V
DE000A0LBKW6f,UET United Electronic Technology AG,CFC,1zCFC
DE000A0LD2U1f,alstria office REIT-AG,AOX,1zAOX
DE000A0LD6E6f,Gerresheimer AG,GXI,1zGXI
DE000A0LR4P1f,HWA AG,H9W,1zH9W
DE000A0LR936f,Steico SE,ST5,1zST5
DE000A0LR9G9f,Exasol AG,EXL,1zEXL
DE000A0M93V6f,Advanced Blockchain AG,BWQ,1zABX
DE000A0MSN11f,Nynomic AG,M7U,1zM7U
DE000A0MVLS8f,EnviTec Biogas AG,ETG,1zETG
DE000A0MZ4B0f,Delignit AG,DLX,1zDLX
DE000A0N4N52f,NFON AG,NFN,1zNFN
DE000A0S8488f,Hamburger Hafen und,HHFA,1zHHFA
DE000A0SMU87f,Northern Data AG,NB2,1zNB2
DE000A0STSQ8f,M1 Kliniken AG,M12,1zM12
DE000A0STST2f,Tom Tailor Holding SE,TTI,1u0MMJ.L
DE000A0STWH9f,Deutsche Eigenheim Union AG,JZ6,1zJZ6
DE000A0TGJ55f,Varta AG,VAR1,1zVAR1
DE000A0V9LA7f,DATRON AG,DAR,1zDAR
DE000A0WMPJ6f,Aixtron SE NA,AIXA,1zAIXA
DE000A0XFSF0f,DEMIRE Real Estate ,DMRE,1zDMRE
DE000A0XFWK2f,SHS VIVEON AG,SHWK,1zSHWK
DE000A0XYG76f,Deutsche Rohstoff AG,DR0,1zDR0
DE000A0XYGA7f,Technotrans AG,TTR1,1zTTR1
DE000A0XYHT5f,IBU tec advanced materials AG,IBU,1zIBU
DE000A0Z1JH9f,PSI AG Gesellschaft,PSAN,1zPSAN
DE000A0Z23Q5f,Adesso AG,ADN1,1zADN1
DE000A0Z2Y48f,Verianos SE,VROS,1zVROS
DE000A0Z2ZZ5f,Freenet AG,FNTN,1zFNTN
DE000A111338f,SLM Solutions Group,AM3D,1zAM3D
DE000A11Q059f,Elumeo SE,ELB,1zELB
DE000A11QVV0f,Heidelberg Pharma AG,HPHA,1u0QW5.L
DE000A11QW50f,Epigenomics AG,ECX,
DE000A11QW68f,7C Solarparken AG,HRPK,1zHRPK
DE000A12DM80f,Scout24 Holding GmbH,G24,1zG24
DE000A12UK08f,Mountain Alliance AG,ECF,1zECF
DE000A12UP29f,Lloyd Fonds AG,L1OA,1zLQAG
DE000A12UP37f,NorCom Information Technology AG,NC5A,1zNC5A
DE000A12UPJ7f,Pantaflix AG,PAL,1zPAL
DE000A13SUL5f,Defama Deutsche Fachmarkt AG,DEF,1zDEF
DE000A13SX22f,Hella KGaA Hueck & ,HLE,1zHLE
DE000A14KEB5f,Home24 SE,H24,1zH24
DE000A14KL72f,4SC AG,VSC,
DE000A14KRD3f,Deutsche Konsum REIT-AG,DKG,1zDKG
DE000A161077f,Ernst Russ AG,HXCK,1zHXCK
DE000A161408f,HelloFresh AG,HFG,1zHFG
DE000A161N30f,Grenkeleasing AG,GLJ,1zGLJ
DE000A161NR7f,NAGA Group AG,N4G,1zN4G
DE000A1681X5f,Singulus Technologies AG,SNG,1zSNG
DE000A168205f,Shareholder Value Beteiligungen AG,SVE,1zSVE
DE000A1A6V48f,KPS AG,KSC,1zKSC
DE000A1A6WE6f,DocCheck AG,AJ91,1zAJ91
DE000A1DAHH0f,Brenntag AG,BNR,1zBNR
DE000A1EMHE0f,Tonkens Agrar AG,GTK,1zGTK
DE000A1EWVR2f,Advantag AG,A62,1zA62
DE000A1EWVY8f,Formycon AG,FYB,1zFYB
DE000A1EWWW0f,Adidas AG,ADS,1zADS
DE000A1H8BV3f,NORMA Group,NOEJ,1zNOEJ
DE000A1J5RX9f,Telefonica Deutschl,O2D,1zO2D
DE000A1K0201f,Gesco AG,GSC1,1zGSC1
DE000A1K0235f,Suss Microtec AG,SMHN,1zSMHN
DE000A1K0375f,artnet AG Namens-Aktien o.N.,ART,1zART
DE000A1ML7J1f,VONOVIA,VNA,1zVNA
DE000A1MMCC8f,Medios AG,ILM1,1zILM1
DE000A1MME74f,Netfonds AG,NF4,1zNF4
DE000A1PG508f,Fast Finance 24 Holding AG,FF24,1zFF24
DE000A1PHBB5f,R Stahl AG,RSL2,1zRSL2
DE000A1PHFF7f,Hugo Boss AG,BOSS,1zBOSS
DE000A1RFMY4f,Rcm Beteiligungs AG,RCMN,1zRCMN
DE000A1RFMZ1f,SM Wirtschaftsberatungs AG,SMWN,1zSMWN
DE000A1TNNN5f,A.S. Creation Tapeten AG,ACWN,1zACWN
DE000A1TNU68f,STS Group AG,SF3,1zSF3
DE000A1TNUT7f,Deutsche Beteiligun,DBAN,1zDBAN
DE000A1TNV91f,Bitcoin Group SE,ADE,1zADE
DE000A1TNWJ4f,MPC Muenchmeyer Petersen Capital AG,MPCK,1zMPCK
DE000A1X3W00f,Medigene AG,MDG1,1zMDG1
DE000A1X3WX6f,ERWE Immobilien AG,ERWE,1zERWE
DE000A1X3X33f,WCM Beteiligungs & Grundbesitz-AG,WCMK,1zWCMK
DE000A1X3XX4f,DIC Asset AG,DIC,1zDIC
DE000A1X3YY0f,Bastei Lubbe AG,BST,1zBST
DE000A1YC913f,FCR Immobilien AG,FC9,1zFC9
DE000A1YC996f,The Social Chain AG,PU11,1zPU11
DE000A1YDAZ7f,SendR SE,SD1,1zSD1
DE000A254211f,Intershop Communications AG,ISHA,1zISHA
DE000A254W52f,Pyramid AG,M3BK,1zM3BK
DE000A255F11f,Friedrich Vorwerk Group SE,VH2,1zVH2
DE000A289B07f,TELES Informationstechnologien AG,TLIK,1zTLIK
DE000A289VV1f,Haemato AG,HAEK,1zHAEK
DE000A2AA204f,DF Deutsche Forfait AG,DFTK,1zDFTK
DE000A2AAA75f,Seven Principles AG,T3T1,1zT3T1
DE000A2BPK34f,Net Digital AG,VRL,1zVRL
DE000A2DA588f,MAX Automation AG,MXHN,1zMXHN
DE000A2DAM03f,Aumann AG,AAG,1zAAG
DE000A2DAN10f,Softline AG,SFD1,1zSFD1
DE000A2E4K43f,Delivery Hero AG,DHER,1zDHER
DE000A2E4LE9f,Voltabox AG,VBX,1u0RV4.L
DE000A2E4MK4f,Noratis AG,NUVA,1zNUVA
DE000A2E4SV8f,CYAN AG,CYR,1zCYR
DE000A2E4T77f,H&R GmbH & Co KGaA,2HRA,1z2HRA
DE000A2G8X31f,Serviceware SE,SJJ,1zSJJ
DE000A2G8XP9f,aifinyo AG,EBE,1zEBE
DE000A2G9M17f,capsensixx AG,CPX,1zCPX
