ISIN,name,ticker,bourso_symbol
FR0000296436p,CPR STRATEDIS C,,MP-829643
FR0000296774p,ORTALGOS INVESTISSEMENT,,MP-522982
FR0000297939p,MEDI-CONVERTIBLES D,,MP-807317
FR0000299026p,ELAN ORCHESTRA,,0P000024VJ
FR0000299356p,NORDEN,,MP-829935
FR0000299364p,AFER-SFER,,MP-829936
FR0000299570p,BOURSICAV,,MP-538561
FR0000400111p,BSD NORGEST,,MP-496436
FR0000400434p,ELAN FRANCE BEAR,,MP-801291
FR0000400558p,Fra.Tres.Capital C,,MP-964250
FR0000400566p,FRANCE TRESOR REVENUS TRIMESTRIELS D,,
FR0000415150p,FRANCE TRESOR CAPITAL (D),,MP-930691
FR0000421109p,HSBC ACTIONS MONDE (C),,MP-802892
FR0000421802p,CARREFOUR SELECTION,,MP-237083
FR0000422842p,PLUVALCA ALLCAPS A,,MP-803638
FR0000422859p,PLUVALCA FRANCE SMALL CAPS A,,MP-803639
FR0000423030p,SG ACTIONS FRANCE INDICIEL P-C,,MP-800557
FR0000423147p,SG ACTIONS ENERGIE C,,MP-800537
FR0000423360p,LBPAM OBLI EUROPE (D),,MP-802916
FR0000423378p,LBPAM OBLI EUROPE (C),,MP-802915
FR0000423527p,SG ACTIONS MATIERES PREMIERES C,,MP-800444
FR0000424319p,SG ACTIONS OR C,,MP-800533
FR0000425191p,OPTALIME,,
FR0000425241p,LFP OBLIGATIONS LT I,,MP-801027
FR0000426652p,Actys 1 Fcp 5Dec,,MP-958860
FR0000427437p,MG EXPANSION FRANCE (C),,MP-803444
FR0000427445p,MG EXPANSION FRANCE (D),,MP-803445
FR0000427452p,MG CROISSANCE DURABLE FRANCE (C),,MP-803442
FR0000427809p,HSBC ACTIONS EUROPE A (C),,MP-802872
FR0000428369p,FINEX Europe (C),,MP-804221
FR0000428732p,HSBC MICROCAPS EURO (C),,MP-803524
FR0000428740p,HSBC MICROCAPS EURO (D),,MP-803525
FR0000431082p,ECUREUIL PROFIL 5 (C),,MP-802952
FR0000431108p,ECUREUIL PROFIL 30 (C),,MP-802949
FR0000431116p,ECUREUIL PROFIL 30 (D),,MP-802950
FR0000431280p,MARIANNE DEFENSIF,,
FR0000431538p,SG ACTIONS MONDE TECHNO C,,MP-803367
FR0000435174p,STRATEGIE INDICE JAPON,,MP-964341
FR0000435182p,STRATEGIE INDICE ALLEMAGNE,,MP-964343
FR0000435190p,STRATEGIE INDICE GRANDE-BRETAGNE,,MP-964342
FR0000435208p,STRATEGIE INDICE USA,,MP-964340
FR0000435216p,STRATEGIE CAC,,MP-964334
FR0000435232p,R ALLOCATION MODEReE (D),,
FR0000435455p,MAIF EUROPE SELECTION,,MP-803992
FR0000435505p,ODDO PEA SECURITE,,MP-801265
FR0000436438p,AXA INDICE USA A (C),,MP-802418
FR0000436453p,AXA COURT TERME DOLLAR A,,
FR0000437162p,CM CIC EUROPE,,
FR0000437550p,PALATINE IMMOBILIER,,
FR0000437568p,PALATINE ACTIONS FRANCE,,
FR0000437576p,PALATINE FRANCE MID CAP,,MP-800345
FR0000437741p,FRUCTI FRANCE SMALL ET MID CAP C,,MP-800399
FR0000437774p,FRUCTIFONDS FRANCE ACTIONS (C),,
FR0000437782p,FRUCTIFONDS FRANCE ACTIONS (D),,
FR0000437881p,FRUCTIFONDS PROFIL 3,,MP-803221
FR0000437899p,FRUCTIFONDS PROFIL 6,,MP-803222
FR0000437907p,FRUCTIFONDS PROFIL 9,,MP-803223
FR0000438087p,HSBC CLIC EURO 85 G,,MP-803824
FR0000438707p,DEXIA RISK ARBITRAGE C,,MP-56283
FR0000438905p,HSBC ACTIONS INTERNATIONALES G,,MP-803769
FR0000439226p,HSBC ACTIONS FRANCE (C),,MP-803749
FR0000439614p,CAPITOP MONETAIRE (C),,MP-803946
FR0000441586p,LBPAM ACTIONS EUROPE (D),,MP-804360
FR0000441651p,COVeA EURO SPREAD (D),,MP-803482
FR0000441677p,COVEA ACTIONS ASIE,,MP-802941
FR0000442329p,HSBC TECHNOLOGIE (C),,MP-804245
FR0000442428p,STRATEGIE INDICE TELECOM,,MP-964337
FR0000442436p,STRATEGIE INDICE TECHNO,,MP-964336
FR0000442949p,FEDERAL ACTIONS ETHIQUES P,,MP-804235
FR0000443160p,LYXOR INDEX FUND EURO B,,MP-803994
FR0000443343p,SG OBLIG HIGH YIELD C,,MP-803986
FR0000443772p,CNP-ASSUR-EURO-HY,,MP-508071
FR0000443954p,PRIMONIAL FLEXIBLE DYNAMIQUE,,
FR0000444275p,SG ACTIONS EUROPE ISR P,,MP-804007
FR0000444366p,CM-CIC ACTIONS ISR,,MP-804098
FR0000444531p,ELITE 1818 EURO SPREAD (C),,MP-804152
FR0000444549p,SOPRANE GESTION PATRIMOINE (D),,MP-804153
FR0000445652p,VP ACTIONS RENDEMENT EURO (D),,
FR0000446296p,LBPAM ACTIONS TELECOM R,,MP-804349
FR0000446304p,LBPAM ACTIONS SANTE R,,MP-804347
FR0000446312p,LBPAM ACTIONS FINANCE R,,MP-804346
FR0000446692p,ODDO INVESTISSEMENT A,,MP-804361
FR0000447039p,AXA PEA REGULARITE (C),,MP-804325
FR0000447310p,CM-CIC MICRO CAP,,MP-803580
FR0000447328p,UNION MID CAP C,,
FR0000447609p,FEDERAL CONVICTION FRANCE P,,MP-800281
FR0000447617p,FEDERAL ESSOR INTERNATIONAL P,,
FR0000447807p,AXA AMERIQUE ACTIONS (C),,MP-802425
FR0000447823p,AXA TRESOR COURT TERME (C),,MP-803784
FR0000447856p,AXA ASIE ACTIONS (D),,MP-802428
FR0000447864p,AXA FRANCE OPPORTUNITES (C),,MP-803777
FR0000448698p,CAP OFF,,MP-806474
FR0000448847p,SG ACTIONS EUROPE MIDCAP I-C,,MP-803159
FR0000449274p,ALLIANZ MULTI DYNAMISME C,,MP-802441
FR0000449282p,ALLIANZ MULTI EQUILIBRE C,,MP-802442
FR0000449290p,ALLIANZ MULTI SERENITE,,MP-803064
FR0000449324p,ALLIANZ MULTI OPPORTUNITES C,,MP-803065
FR0000449340p,ALLIANZ SECTEUR EURO IMMOBILIER,,
FR0000449431p,ALLIANZ ACTIONS EURO CONVICTIONS C,,MP-804290
FR0000449878p,SONIC GRANDE EUROPE I,,MP-804394
FR0000930455p,UNI-HOCHE (C),,MP-809573
FR0000930463p,UNI-HOCHE (D),,MP-829733
FR0000930471p,CONSERVATEUR UNISIC (D),,MP-829178
FR0000934325p,LBPAM ACTIONS MIDCAP (C),,0P00000FFR
FR0000936528p,LBPAM ACTIONS EUROPE MONDE (C),,MP-804069
FR0000936536p,LBPAM ACTIONS 80 (C),,MP-804071
FR0000937096p,EVERGREEN FUND C,,MP-608989
FR0000937435p,BELLATRIX (C),,MP-804102
FR0000939829p,LBPAM ACTIONS EUROPE MONDE (D),,MP-804070
FR0000939845p,COVEA ACTIONS MONDE A,,MP-809670
FR0000939852p,COVEA MULTI EUROPE A,,MP-829316
FR0000939860p,COVEA MULTI IMMOBILIER A,,MP-829289
FR0000939902p,DEXIA OBLI-INTER S,,0P00000FUG
FR0000939936p,COVEA OBLIG INTER,,MP-829318
FR0000940454p,LBPAM ACTIONS 80 (D),,MP-804072
FR0000941312p,UBAM CONVERTIBLES EUROPE AC (EUR),,
FR0000944183p,LBPAM ACTIONS MIDCAP (D),,0P00000FFT
FR0000944696p,AMUNDI SELECT FRANCE P (C),,MP-829546
FR0000945180p,OFI EURO INVESTMENT GRADE IC,,MP-809951
FR0000945453p,ALLIANZ ACTIONS FRANCE (D),,MP-829704
FR0000945503p,ALLIANZ FONCIER,,
FR0000945891p,BELLATRIX (D),,MP-804103
FR0000970089p,OFI PRUDENT,,MP-804424
FR0000970097p,OFI DYNAMIQUE,,MP-804422
FR0000970105p,OFI EQUILIBRE,,MP-804423
FR0000970253p,FEDERAL OPPORTUNITE TONIQUE,,MP-803771
FR0000970550p,COVeA MULTI MONDE A,,MP-804583
FR0000970675p,LBPAM ALTERNA 10 R,,
FR0000970873p,INSERTION EMPLOIS DYNAMIQUE R (D),,MP-801653
FR0000970899p,ETHIQUE ET PARTAGE - CCFD,,MP-804443
FR0000970923p,MAM FRANCE PME,,MP-804045
FR0000970972p,NOUVELLE STRATEGIE 50,,MP-804056
FR0000970980p,MAM OBLI CONVERTIBLES (C),,MP-804057
FR0000971319p,HSBC EURO ACTIONS (C),,MP-803558
FR0000971764p,MAM PATRIMOINE (C),,MP-804128
FR0000971806p,MAM FLEXIBLE BONDS C,,MP-804134
FR0000971822p,MAM HORIZON 2016 C,,MP-804061
FR0000972408p,TONI ACTIONS 100 R,,MP-804567
FR0000972416p,TONI ACTIONS 65,,MP-804568
FR0000972473p,HSBC EURO SHORT TERM BOND FUND A (EUR) (C),,MP-803517
FR0000972655p,AMUNDI ACTIONS FONCIER (D),,MP-804536
FR0000973455p,STRATEGIE INDICE ALIMENTATION,,MP-964252
FR0000973711p,VALFRANCE,,MP-801513
FR0000973802p,AMUNDI VIE P,,MP-807183
FR0000973968p,LFP PATRIMOINE FLEXIBLE R,,MP-804768
FR0000974149p,ODDO AVENIR EUROPE A,,MP-803486
FR0000974412p,HDF GLOBAL OPPORTUNITIES IA EUR,,MP-183139
FR0000974685p,GEFIP DYNAMIQUE,,MP-805608
FR0000975252p,GEFIP PATRIMONIAL,,MP-805610
FR0000975500p,NEXAM ALTERNATIVE HOLDINGS PARTENAIRES,,
FR0000975674p,DINVEST CORE LIQUID FCP A,,
FR0000975773p,AAAM ALTERNATIVE HOLDINGS NEXAM ALTERNATIVE HOLDIN,,
FR0000975880p,ALLIANZ ACTIONS AEQUITAS R,,MP-804793
FR0000976292p,FRUCTIFONDS VALEURS EUROPEENNES C,,MP-800396
FR0000977555p,SELECTION MODERATE INTERNATIONAL,,MP-804834
FR0000977589p,ECUREUIL PROFIL 5 (D),,MP-804762
FR0000977779p,SWISS LIFE FUNDS (F) VITALITY P,,MP-804118
FR0000978231p,CD AMERIQUE STRATEGIES B,,MP-805592
FR0000978371p,AXA IM EURO LIQUIDITY C,,MP-804794
FR0000978421p,PALATINE EQUILIBRE,,
FR0000978439p,PALATINE FRANCE SMALL CAP,,MP-800357
FR0000978447p,PALATINE ACTIONS EUROPE,,
FR0000978587p,OFI RCM EUROPE DE LEST,,
FR0000978868p,FEDERAL MULTI OR ET MATIERES PREMIERES,,MP-800283
FR0000978934p,HSBC HORIZON 2028-2030 A,,MP-806193
FR0000979221p,VALEUR INTRINSEQUE P,,MP-804606
FR0000979379p,ALLIANZ MULTI HORIZON LONG TERME C,,MP-807221
FR0000979403p,ZELIS ACTIONS EUROPEENNES,,MP-804899
FR0000979825p,UNION CASH (C),,MP-801095
FR0000979866p,OFI INVESTMENT GRADE COURT TERME I,,MP-804885
FR0000980369p,CENTAURE PEA,,MP-804963
FR0000980427p,KEREN PATRIMOINE,,MP-804938
FR0000980476p,VENDOME INVESTISSEMENT C,,MP-800292
FR0000980518p,VENDOME OBLI MOYEN TERME P (C),,
FR0000981219p,ALLIANZ TEAM R,,MP-800582
FR0000981458p,R OPAL EQUILIBRE,,MP-803531
FR0000981490p,GESTION PRIVEE OBLIGATAIRE (C),,
FR0000981540p,CANDRIAM SELECTION NEUTRE (C),,
FR0000981565p,CANDRIAM SELECTION DYNAMIQUE (C),,
FR0000981581p,CANDRIAM SELECTION DEFENSIF (C),,
FR0000982035p,GESTION COURT TERME (C),,
FR0000982217p,LBPAM OBLI CREDIT E,,MP-804989
FR0000982449p,HSBC SPECIAL SITUATIONS EUROPE AC,,MP-805038
FR0000982761p,AXA EURO VALEURS RESPONSABLES (C),,MP-802420
FR0000982837p,ACTYS 3,,MP-964266
FR0000982852p,ZELIS ACTIONS MONDE,,MP-805141
FR0000982969p,ECUREUIL PEA COURT TERME,,0P00000Q4K
FR0000983330p,CAPITOP REVENUS,,MP-809822
FR0000983561p,STRATEGIE INDICE SANTE,,MP-964335
FR0000983579p,STRATEGIE INDICE OR,,MP-964339
FR0000983587p,STRATEGIE INDICE PIERRE,,MP-964338
FR0000983637p,AMUNDI MULTIMANAGERS OBLIG P-C,,MP-807184
FR0000984213p,CM-CIC PAYS EMERGENTS,,MP-829899
FR0000984221p,CM-CIC PIERRE (D),,MP-829079
FR0000984254p,UNION DOLLAR CASH C,,MP-829954
FR0000984270p,CNP ASSUR LBPAMCREDIT,,MP-964273
FR0000984346p,AG2R LA MONDIALE ACTIONS ZONE EURO ISR IC,,MP-806494
FR0000984361p,SWISS LIFE FUNDS (F) HARMONY P,,MP-805261
FR0000984387p,HSBC OBLIGATIONS REVENUS TRIMESTRIELS,,
FR0000985046p,LCL OBLIGATIONS INFLATION EUROPE (C),,MP-804857
FR0000985061p,LCL ACTIONS EMERGENTS C,,MP-802891
FR0000985079p,LCL ACTIONS EUROPE,,
FR0000985145p,LCL ACTIONS MIDVALEURS EUROPE C,,MP-800611
FR0000985152p,LCL ACTIONS ETATS-UNIS ISR,,MP-800604
FR0000985160p,LCL ACTIONS PACIFIQUE C,,MP-800610
FR0000985178p,LCL ACTIONS MINERGIOR MONDE C,,MP-800609
FR0000985210p,LCL OBLIGATIONS MONDE C,,MP-801399
FR0000985244p,LCL OBLIGATIONS REVENU TRIM 3,,MP-800617
FR0000985368p,COVeA ACTIONS EUROPE (C),,0P00000LKA
FR0000985558p,AVIVA INVESTORS MONETAIRE (C),,MP-803045
FR0000986614p,CM-CIC USA,,
FR0000987950p,FEDERAL APAL P,,MP-806038
FR0000987968p,FEDERAL INDICIEL JAPON P,,MP-805819
FR0000988057p,FEDERAL INDICIEL US P,,MP-805820
FR0000988172p,COUPOLE IM MULTI PRUDENCE,,MP-805388
FR0000988180p,COUPOLE IM MULTI AUDACE,,MP-805386
FR0000988503p,SG ACTIONS LUXE C,,MP-805242
FR0000988594p,FEDERAL OPPORTUNITE MODERE,,MP-805316
FR0000988669p,ODDO US MID CAP A,,MP-805243
FR0000988792p,CENTIFOLIA D,,MP-805275
FR0000988933p,MAM ENTREPRISES FAMILIALES C,,MP-805369
FR0000989006p,LCL ACTIONS DEVELOPPEMENT DURABLE EURO C,,MP-805302
FR0000989386p,ING DIRECT CAC 40,,MP-805681
FR0000989410p,KBL RICHELIEU EUROPE DIVIDEND C,,MP-805486
FR0000989501p,AXA IM EURO INFLATION BONDS (C),,
FR0000989519p,AXA IM EURO INFLATION BONDS (D),,
FR0000989543p,PORTZAMPARC PME C,,MP-804257
FR0000989626p,GROUPAMA TRESORERIE IC,,MP-804936
FR0000989824p,AXA PEA REGULARITE (D),,MP-805421
FR0000989899p,ODDO AVENIR (C),,MP-802731
FR0000989907p,ODDO AVENIR (D),,MP-801125
FR0000989915p,ODDO IMMOBILIER A,,MP-800743
FR0000989923p,ODDO IMMOBILIER D,,MP-802732
FR0000990095p,ODDO AVENIR EURO A,,MP-802918
FR0000990525p,LCL ACTIONS IMMOBILIER EUROPE C,,
FR0000990665p,HSBC MIDDLE CAP EURO (C),,MP-803647
FR0000990673p,HSBC MIDDLE CAP EURO (D),,MP-803648
FR0000990756p,AXA INDICE EURO (C),,MP-803782
FR0000990848p,ECOFI ACTIONS US,,MP-805476
FR0000991424p,AMUNDI VALEURS DURABLES,,MP-805543
FR0000991432p,AMUNDI ACTIONS EUROPE ISR P,,MP-807720
FR0000991473p,GROUPAMA OBLIG EURO I,,MP-804930
FR0000991523p,CM-CIC OBLIGATIONS (C),,
FR0000991564p,CM-CIC OBLI COURT TERME (C),,MP-805026
FR0000991655p,UNION OBLI INTERNATIONALES (D),,
FR0000991879p,AXA FRANCE OPPORTUNITES (D),,MP-805560
FR0000992000p,SELECTION MULTI-GERANTS EMERGENTS A,,MP-801778
FR0000992349p,ALLIANZ MULTI RENDEMENT REEL C,,MP-805973
FR0000992471p,LFP ACTIONS MONDE,,MP-829494
FR0000993172p,HERACLES,,
FR0000993206p,DESTRA CROISSANCE,,
FR0000993339p,ZELIS ACTIONS AMERIQUE,,MP-805710
FR0000993636p,DELUBAC EMERGENTS,,MP-804633
FR0000994378p,FEDERAL EURO DYNAMIQUE P,,MP-805815
FR0000994493p,LBPAM OBLI LONG TERME M,,
FR0000994667p,US OPERA C,,MP-805284
FR0000994782p,Allianz Actions Euro PME-ETI C,,MP-973945
FR0000994816p,LCL ACTIONS USA ISR (EURO) C,,MP-803736
FR0000994980p,MONETA MICRO ENTREPRISES (C),,MP-805708
FR0000994998p,MONETA MICRO ENTREPRISES (D),,MP-805709
FR0007001581p,R MINES DOR,,MP-805333
FR0007003314p,PLUVALOR (D),,MP-459310
FR0007003397p,DAUPHINE EPARGNE C,,MP-420301
FR0007003868p,HSBC MIX EQUILIBRE,,MP-802641
FR0007004130p,UNION OBLI 7-10 ANS,,MP-802528
FR0007005764p,BSO BIO SANTE,,MP-802609
FR0007006671p,HSBC MIX DYNAMIQUE,,MP-802639
FR0007007539p,AMUNDI TRESO EURO QUALITE I,,MP-802890
FR0007007877p,SELINGA INVESTISSEMENTS,,0P00005W64
FR0007008750p,R EURO CREDIT (C),,MP-806235
FR0007009139p,R CONVICTION CONVERTIBLES EUROPE C,,0P00000Q4G
FR0007010186p,ETOILE HORIZON 18 MOIS,,
FR0007010632p,CAMGESTION EP,,MP-507934
FR0007010657p,SG LIQUIDITE PEA C,,MP-802856
FR0007011366p,EXPERT SELECTION D,,
FR0007011408p,AMUNDI PROTECT 18 MOIS C,,
FR0007011432p,ECOFI ENTREPRISES,,MP-802745
FR0007011895p,ETOILE PEA SERENITE C,,MP-802818
FR0007012943p,UFINVEST MULTIFONDS,,MP-964072
FR0007013206p,GAIPARE ACTION,,
FR0007014196p,SILVER ACTIONS MONDE FONDATEUR,,0P0000INRY
FR0007014212p,LBPAM VOIE LACTEE 1,,MP-803345
FR0007014444p,AVIVA MULTIGESTION,,MP-802986
FR0007014675p,CNP MONTPARNASSE ACTIONS,,MP-400300
FR0007015169p,SCHELCHER PRINCE COURT TERME (C),,MP-805051
FR0007016712p,MONCEAU SELECTION INTERNATIONALE,,MP-803329
FR0007017488p,AVIVA AMERIQUE,,MP-803007
FR0007017579p,AVIP TOP DEFENSIF,,MP-802999
FR0007017587p,AVIP TOP CROISSANCE,,MP-803001
FR0007018254p,NEUFLIZE FRANCE PATRIMOINE D,,
FR0007018346p,LFP PROFIL PERFORMANCE R,,MP-805291
FR0007019039p,COVeA PROFIL DYNAMIQUE (C),,MP-803139
FR0007019997p,CCR OPPORTUNITES MONDE 100,,MP-803069
FR0007020003p,GAN EUROSTRATEGIE,,MP-805057
FR0007020029p,AVIVA PROFIL EQUILIBRE,,MP-803078
FR0007020037p,AVIVA PROFIL PRUDENT,,MP-803080
FR0007020045p,AVIVA PROFIL OFFENSIF,,MP-803079
FR0007020201p,Generali Ambition,,MP-964354
FR0007020482p,HEVEA EQUILIBRE C,,MP-803248
FR0007020508p,HEVEA DEFENSIF C,,MP-803230
FR0007021324p,AG2R LA MONDIALE OBLIG EURO ISR IC,,0P000029TQ
FR0007021670p,ACTIONS 50 D,,MP-993668
FR0007022108p,AVIVA ACTIONS EURO,,MP-803244
FR0007022694p,ALLIANZ MULTI CROISSANCE,,MP-803258
FR0007023304p,CHAUSSIER PME CROISSANCE,,MP-804176
FR0007023692p,EDMOND DE ROTHSCHILD MONDE FLEXIBLE A,,MP-804121
FR0007024047p,CPR EURO HIGH DIVIDEND P,,MP-270783
FR0007024245p,AGIPI INNOVATION,,
FR0007024336p,STRATEGIE INTERNATIONAL,,MP-964309
FR0007024393p,AFER-EUROSFER A,,MP-803278
FR0007024518p,DIE SWAENE PATRIMONIO,,MP-803568
FR0007024682p,ACTIVALOR (C),,
FR0007024815p,STRATEGIE FRANCE EQUILIBRE,,MP-964310
FR0007024880p,AFER-FLORE,,MP-965236
FR0007025002p,AVIP ACTIONS 60,,
FR0007025184p,AG2R LA MONDIALE DYNAMIC,,MP-803277
FR0007025192p,AG2R LA MONDIALE CLASSIC,,MP-803276
FR0007025291p,COFINVEST,,MP-803754
FR0007025341p,GF EUROPE,,MP-806150
FR0007025523p,R OPAL CROISSANCE,,MP-803539
FR0007025846p,AVIVA ACTIONS CROISSANCE,,MP-964298
FR0007026448p,SELECTION DYNAMIQUE EUROPE,,MP-499761
FR0007027115p,CONSTRUCTION EUROPEENNE VALUE,,
FR0007027131p,DELUBAC PATRIMOINE,,MP-804639
FR0007028063p,CCR ACTIONS BIOTECH A,,MP-803565
FR0007028287p,FOURPOINTS AMERICA RH EUR,,MP-803336
FR0007028808p,ACTYS 2,,
FR0007028824p,AESOPE ACTIONS FRANCAISES,,MP-805262
FR0007028907p,R OPAL MODeRe,,MP-803552
FR0007030663p,AVIVA INVESTORS CREDIT EUROPE ID,,MP-803405
FR0007031562p,MULTIGERANTS DYNAMIQUE,,MP-803505
FR0007031653p,AVENIR EURO,,MP-815073
FR0007032438p,ALLIANZ FINANCE EURO IMMOBILIER C,,
FR0007032537p,ALLIANZ SECTEUR EUROPE IMMOBILIER C,,
FR0007032677p,Diversis Dynamique,,MP-420382
FR0007032735p,AVIVA VITALITE,,MP-803477
FR0007032743p,AVIVA SERENITE,,MP-803476
FR0007033477p,UNION TRESORERIE PLUS (C),,MP-803724
FR0007033691p,UFF OBLIGATIONS 5-7 C,,MP-804089
FR0007034327p,LCL ACTIONS DIVERSIFICATION C,,MP-804984
FR0007034715p,LITHOS O,,0P00002AH2
FR0007035159p,PREVOIR GESTION ACTIONS C,,MP-806535
FR0007035217p,AGPM DYNAMIQUE,,0P00005VVS
FR0007035555p,MM COMPOSITION EURO,,MP-803843
FR0007035993p,Unofi-Prudence C,,MP-964200
FR0007036397p,AAZ SPECIAL,,MP-803679
FR0007036926p,HPWM SELECT OPPORTUNITES,,MP-487922
FR0007037445p,HORIZON TRES LONG TERME,,MP-268648
FR0007037718p,FONDASSUR,,
FR0007038120p,LCL OBLIGATIONS CREDIT EURO C,,MP-803741
FR0007038138p,AMUNDI TRESO 3 MOIS I-C,,MP-803731
FR0007038229p,NEO OPTIMA C,,MP-803850
FR0007039169p,LION FLAMME,,
FR0007039383p,PORTFOLIO LCR GOV 4A,,
FR0007040373p,29 HAUSSMANN EQUILIBRE,,MP-467372
FR0007041082p,CM-CIC ASSOCIATIONS COURT TERME (C),,MP-533386
FR0007041496p,PARJET DYNAMIQUE,,MP-494563
FR0007043781p,OFI MING R,,MP-804160
FR0007044797p,AG2R LA MONDIALE OFFENSIF,,MP-806030
FR0007045232p,AMUNDI EUROPE MICROCAPS I2,,0P00000GV1
FR0007045281p,LAMARTINE PERFORMANCE,,MP-806710
FR0007045737p,KBL RICHELIEU SPECIAL C,,MP-804146
FR0007045901p,GESTION EQUILIBRE,,MP-209884
FR0007046123p,GESTION CROISSANCE,,MP-209883
FR0007046446p,MONCEAU CONVERTIBLES,,MP-804156
FR0007046792p,FA ALLEGRO C,,
FR0007047311p,NATIXIS ACTIONS EUROPE EX EURO R,,
FR0007047527p,GLOBAL GOLD AND PRECIOUS,,MP-804162
FR0007048160p,SELECTION EQUILIBRE EUROPE,,MP-522542
FR0007049119p,AMPELOPSIS EQUILIBRE,,MP-805766
FR0007050190p,DNCA EVOLUTIF C,,MP-804516
FR0007050679p,TOP PICKING,,MP-805636
FR0007050901p,DELUBAC OBLIGATIONS P,,MP-804637
FR0007051040p,EUROSE C,,MP-804518
FR0007051925p,HSBC OBLIG INFLATION EURO GC,,MP-804436
FR0007052782p,Lyxor ETF CAC 40,CAC,1rTCAC
FR0007054358p,Dj Eur.St.50Ma.Etf,MSE,1rTMSE
FR0007054572p,EXIGENCES PATRIMOINE,,
FR0007055348p,ALLIANZ CREACTIONS 2,,
FR0007056098p,MONCEAU ETHIQUE,,0P0000A8A5
FR0007056312p,GF EQUILIBRE,,MP-507913
FR0007056841p,Mast.Dow Jones Etf,DJE,1rTDJE
FR0007057427p,29 HAUSSMANN EUROPE OPPORTUNITE S (D),,MP-467371
FR0007057435p,29 HAUSSMANN CROISSANCE EUROPE (D),,MP-428956
FR0007057443p,29 HAUSSMANN SELECTION EUROPE (D),,MP-428955
FR0007057625p,GESTYS SANTE BIOTECH,,MP-806127
FR0007059670p,LCL SERENITE PEA C,,MP-804644
FR0007059688p,OBJECTIF LONG TERME C,,MP-959178
FR0007059712p,OBJECTIF PRUDENCE,,MP-959179
FR0007059787p,GSD Monde,,MP-805494
FR0007060348p,OBJECTIF DYNAMISME,,MP-959177
FR0007061270p,LYXOR FRANCE PROGRESSION 2,,
FR0007061882p,UBS (F) MID CAP EURO R,,MP-804714
FR0007064134p,OCTYS TRESORERIE,,MP-305950
FR0007064324p,GENERALI FRANCE SMALL CAPS C,,MP-805185
FR0007064357p,GENERALI EUROPE MID-CAPS,,MP-805008
FR0007064431p,GENERALI PACIFIQUE P,,MP-805010
FR0007064449p,GENERALI JAPON P,,MP-805011
FR0007064472p,GENERALI OBLIGATIONS INTERNATIONALES,,MP-805017
FR0007065289p,SG OBLIG CONVERTIBLES P,,MP-807664
FR0007065404p,PATRIMOINE QUANT P,,MP-804951
FR0007065743p,SYCOMORE FRANCECAP A,,MP-804880
FR0007066725p,TRUSTEAM GARP (C),,MP-805266
FR0007066840p,AVIVA SIGNATURES EUROPE,,MP-806303
FR0007067673p,ODDO OBLIGATIONS COURT TERME,,MP-805091
FR0007067863p,CHAUSSIER FRANCE EUROPE,,MP-805179
FR0007068861p,LFP STRATEGIE ACTIONS,,
FR0007068960p,ANTARIUS FONDS ACTIONS PLUS,,MP-964359
FR0007068978p,ANTARIUS FONDS OBLIGATAIRE,,MP-964356
FR0007070594p,AMUNDI ACTIONS INTERNATIONALES (C),,MP-805078
FR0007070636p,MONCEAU EUROPE DYNAMIQUE,,0P000011NV
FR0007070677p,CD EURO CONVERTIBLES,,MP-805594
FR0007070883p,ECHIQUIER VALUE H,,MP-815035
FR0007070982p,PALATINE ABSOLUMENT A,,MP-807535
FR0007071006p,PRADO OBLIG 5-7,,0P000029XR
FR0007071139p,AAZ CHALLENGER,,
FR0007071378p,ALIENOR OPTIMAL A,,MP-805137
FR0007071642p,BATI VALEURS EUROPE,,MP-964248
FR0007071931p,PREVOIR PERSPECTIVES C,,MP-806536
FR0007072160p,TRUSTEAM OPTIMUM A,,MP-805267
FR0007073119p,SYCOMORE EUROPEAN GROWTH A,,MP-806045
FR0007073788p,BOSCARY UZES SELECTION,,MP-806058
FR0007074208p,BNP PARIBAS ACTIONS RENDEMENT CLASSIC CAPITALISATI,,MP-805493
FR0007075155p,R OPAL EUROPE SPECIAL,,MP-805184
FR0007075494p,Lyxor Titans 50,MGT,1rTMGT
FR0007075668p,MARTIN MAUREL INDEXI P,,MP-806355
FR0007076591p,RETRAITE PERENNITE (C),,MP-805392
FR0007076930p,CENTIFOLIA C,,MP-805274
FR0007076971p,UFF OBLIGATIONS 7-10 A,,MP-805246
FR0007077052p,DENIM C,,MP-805435
FR0007077896p,ANTINEA,,MP-805450
FR0007078217p,UNOFI-PACIFIQUE,,MP-545767
FR0007078589p,SYCOMORE ALLOCATION PATRIMOINE R,,MP-805557
FR0007078811p,METROPOLE SELECTION A,,MP-805443
FR0007079199p,SG ACTIONS EURO VALUE (C),,
FR0007079330p,FEDERIS ASIE ACTIONS,,MP-815069
FR0007080155p,VARENNE VALEUR A,,
FR0007080387p,EPARGNE OBLIG EURO,,MP-421027
FR0007081088p,GAILLON MAITRE DYNAMIQUE,,MP-511491
FR0007082359p,PERFORMANCE AVENIR,,MP-805666
FR0007082490p,GROUPAMA INDEX INFLATION EURO IC,,
FR0007082920p,AVIVA INVESTORS VALEURS EUROPE I,,MP-805990
FR0007083332p,METROPOLE CONVERTIBLES,,
FR0007085386p,AVIVA INVESTORS CREDIT EUROPE IC,,MP-805733
FR0007085691p,CONVICTIONS PREMIUM P,,MP-807716
FR0007085808p,METROPOLE FRONTIERE EUROPE,,
